Date,flight prices,the florida keys,florida beach resorts,planning a trip,resorts florida,exercise,florida beach house,key florida,keys florida,hotels in florida,longboat key,weights,cay,family resorts,south beach miami,buying a house,shore excursions,island florida,longboat,destin florida rentals,florida homes for sale,key west florida,breakfast key west,hotels clearwater,suites orlando,vacation in florida,axles,clearwater beach florida,st petersburg beach,resort packages,key largo,marathon key,all inclusive aruba,family beach vacations,cruise prices,plan a,marathon florida,bed and breakfast key west,universal studios vacation,florida resorts,diet,lido key,beach houses for rent,florida disney,stanford summer,us virgin islands,hotels daytona,pine key,florida for sale,to do in cancun,vacation house rentals,florida cheap,cruise bahamas,diet snacks,vacation all inclusive,key west beaches,house key,homes for sale florida,hotels in san juan,key west,beach houses,all inclusive caribbean,high school internships,las vegas flights,siesta keys,inclusive resort,sirata beach,camping in florida,passport renewal,low carb meals,florida vacation spots,sirata beach resort,petersburg,body fat,high school summer programs,wedding sandals,living in florida,carb meals,treasure island florida,hawaii packages,hawaii flights,rentals florida keys,hopper pass,summer hockey camps,camp themes,creatine,all inclusive resort,rosacea,banyan,big pine key,hawaiian inn,sugar alcohol,bride dresses,rentals orlando,college summer programs,summer high,duck key,west florida,bavaro,miami beach hotels
12/11/05,-1.282,-1.021,-1.278,-1.726,-1.428,-1.164,-1.019,-1.123,-1.802,-0.694,-1.193,-0.53,-1.29,-1.439,-0.989,-1.808,-1.814,-1.401,-0.724,-0.993,-0.877,-1.056,-1.064,-1.55,-1.627,-0.676,-0.52,-1.403,-1.308,-0.37,-1.102,-0.231,-1.071,-1.127,-0.993,-2.973,-0.717,-1.21,-0.76,-0.608,-2.058,-0.802,-1.693,-0.11,-0.512,-0.577,-1.023,-1.041,-1.394,-1.602,-1.897,-0.603,-0.317,-2.058,-1.42,-1.657,-0.844,-0.73,-1.586,-0.56,-1.213,-1.332,0.017,-1.162,-0.804,-1.015,-1.281,-1.88,-1.421,-1.246,-0.307,-1.25,-0.993,-1.585,-0.468,-1.549,-0.647,-1.328,-1.765,-1.326,-0.247,-1.042,-0.834,-1.066,-0.538,-1.019,-0.992,-1.504,-1.531,-1.044,-0.579,-1.451,-2.188,-1.462,0.14,-0.342,-1.129,-0.587,-0.31,-0.259
12/18/05,-1.907,-1.204,-1.287,-1.706,-1.5,-1.919,-1.236,-1.213,-0.583,-0.804,-1.1,-1.069,-0.932,-1.213,-0.522,-2.112,-1.971,-1.014,-0.829,-1.756,-0.811,-0.865,-1.2,-0.738,-1.276,-0.417,0.005,-1.231,-0.926,-0.412,-0.961,-0.37,-1.761,-0.382,-1.653,-2.48,-0.586,-0.891,-0.792,-0.516,-2.254,-0.929,-1.608,-1.372,-0.66,-0.608,-0.637,-1.022,-0.681,-1.982,-1.395,-0.672,-1.506,-1.9,-0.713,-0.313,-1.351,-1.39,-0.327,-0.449,-1.03,-0.968,-0.741,-0.8,-1.165,-1.172,-0.878,-0.93,-1.401,-1.374,-0.283,-1.074,-0.302,-2.164,0.205,-1.72,0.422,-1.595,-1.178,-0.593,-2.162,-2.924,-1.021,-1.066,-0.983,-1.766,-1.232,-0.875,-1.07,-1.068,-0.702,-1.338,-2.065,-1.644,-0.872,0.029,0.028,-0.916,-0.058,1.153
12/25/05,-0.767,0.165,-0.658,0.585,0.316,0.93,0.329,0.666,0.099,-0.076,0.142,-0.164,-0.103,1.22,1.035,-0.533,0.224,0.717,0.546,-0.659,0.844,0.549,0.313,0.86,0.23,-0.474,0.08,0.032,0.198,1.007,0.435,0.983,0.407,1.025,-0.302,-0.067,0.217,0.609,0.162,0.845,0.176,0.644,-0.525,1.401,0.795,1.023,0.542,-0.825,0.863,-1.947,0.032,0.668,0.628,0.84,0.776,-1.061,1.118,0.424,0.066,0.988,0.343,0.45,0.081,0.638,-0.503,1.131,-0.436,0.205,-0.133,-0.343,-0.7,-0.554,0.711,-0.143,0.408,0.134,-0.403,-0.622,-0.634,0.547,-0.012,-0.34,-0.377,-0.073,-0.303,-1.306,1.053,0.368,0.365,-0.84,-0.876,-0.739,-0.03,1.624,0.538,0.962,-0.078,0.469,1.014,1.469
1/1/06,0.298,1.37,0.077,1.581,1.136,2.604,0.744,0.646,-0.08,1.174,0.792,0.636,1.244,2.252,0.595,-0.107,0.927,0.404,1.057,0.803,1.287,0.785,1.193,0.403,0.584,-1.201,0.389,-0.293,0.726,2.798,0.397,0.724,-0.502,2.549,1.561,1.146,0.089,0.595,1.701,2.149,2.232,1.461,0.234,0.395,0.859,1.888,0.377,0.271,0.601,-1.403,0.904,-0.623,1.571,2.561,1.762,0.252,1.36,0.372,1.695,1.028,1.152,2.076,2.545,2.231,0.406,2.186,1.088,1.158,0.979,0.921,1.753,0.892,0.151,2.25,1.973,0.997,-0.006,0.848,-0.396,1.965,0.549,1.795,0.667,0.384,0.823,0.079,2.088,0.446,1.193,0.056,1.161,-0.083,0.724,1.464,0.812,2.15,0.522,1.356,2.765,1.691
1/8/06,-0.07,1.267,0.151,0.245,0.869,2.097,1.656,0.285,-1.278,1.932,0.39,0.563,1.83,2.011,1.183,0.192,1.113,0.609,0.969,0.313,0.6,0.973,1.089,0.285,0.89,0.543,-0.033,0.081,-0.135,3.079,1.56,1.208,0.56,1.422,0.59,0.432,1.183,1.095,1.433,1.91,1.139,-0.279,0.836,0.58,1.259,1.627,0.073,0.128,0.133,-1.089,2.414,0.643,2.025,1.737,2.524,0.158,0.638,0.415,2.12,1.148,1.864,1.668,1.324,1.917,0.538,2.317,0.927,-0.198,0.898,0.892,1.726,0.378,0.194,1.993,1.388,1.114,0.129,0.69,-0.32,1.739,0.647,0.489,0.39,1.782,2.186,1.216,2.375,0.173,1.147,-0.058,-0.445,-0.153,1.307,1.058,0.997,1.597,0.842,1.723,4.521,1.883
1/15/06,0.163,1.803,1.123,0.796,1.042,2.204,2.264,0.111,-0.131,1.591,0.331,1.179,1.515,1.925,1.007,0.179,1.274,0.474,0.803,0.509,2.038,0.797,0.76,-0.028,0.459,-0.618,1.22,0.337,0.839,1.382,0.745,1.68,0.251,1.968,0.463,0.251,0.704,0.572,0.236,1.751,0.511,0.342,0.836,-0.149,0.622,1.399,0.546,0.218,0.109,-1.349,1.744,-0.379,0.005,-0.372,2.494,0.957,1.212,0.881,1.425,1.78,1.821,2.464,0.618,1.915,0.381,1.512,0.982,0.659,0.614,0.358,1.536,0.859,0.398,1.402,1.233,1.724,0.187,0.043,-0.256,1.655,0.678,0.957,0.326,0.723,1.163,1.99,1.525,0.077,0.983,-0.139,0.388,0.016,2.204,0.528,1.023,1.11,0.542,1.175,3.797,2.001
1/22/06,0.632,1.231,-0.356,0.312,0.104,1.791,2.221,0.231,0.126,1.56,0.757,0.755,1.731,1.523,1.275,0.106,1.357,1.033,0.968,0.618,1.051,0.644,-0.379,0.916,-0.063,0.48,1.349,0.145,0.624,2.023,0.728,1.551,0.297,1.04,0.82,-0.099,0.365,-0.053,0.35,2.092,0.568,0.614,0.788,-0.311,0.941,1.216,0.798,0.1,0.187,-1.379,0.967,0.164,0.655,1.613,1.477,0.812,0.803,0.069,1.766,1.209,1.824,1.417,1.042,2.012,0.588,1.781,0.727,0.119,0.706,0.058,1.713,0.713,0.192,1.223,1.61,0.782,0.334,-0.056,-0.659,1.763,1.424,0.028,0.571,0.653,1.342,1.815,1.703,0.305,0.703,0.021,1.604,0.425,1.804,-0.002,1.297,1.81,1.094,1.019,3.034,2.675
1/29/06,1.021,1.162,-0.001,-0.038,0.51,1.43,2.017,0.203,0.069,1.361,0.086,0.586,0.918,0.909,0.849,-0.364,0.823,0.32,0.48,0.385,0.364,0.051,0.156,0.67,0.666,0.843,0.995,0.372,-0.308,1.449,0.288,1.537,0.057,1.525,-0.098,-0.299,0.764,0.136,1.729,1.574,0.092,0.087,0.4,-0.435,1.336,0.933,1.204,0.004,0.4,-0.471,0.405,1.269,1.075,0.061,1.469,0.645,0.15,1.026,1.671,0.626,1.627,1.382,2.281,0.636,1.299,1.159,1.445,0.213,0.375,-0.116,0.526,1.205,0.372,1.056,1.557,1.155,0.489,-0.262,0.039,0.719,1.047,-0.019,0.129,1.754,0.344,1.833,1.098,0.352,0.993,-0.046,1.246,0.077,1.591,-0.749,1.213,1.478,-0.378,0.438,3.353,1.473
2/5/06,-0.633,0.866,0.217,0.13,0.332,1.076,1.139,0.553,0.663,1.039,0.846,0.714,0.768,0.429,1.037,-0.478,0.894,0.122,1.167,0.663,0.533,0.563,0.233,0.557,0.596,0.491,0.743,-0.152,-0.2,0.768,0.312,0.333,-0.053,0.899,0.125,-0.311,0.757,0.471,2.009,1.18,-0.218,0.533,0.317,-0.097,1.317,0.915,1.456,0.191,-0.414,-0.207,-0.219,0.518,0.062,-0.038,0.181,0.078,0.93,0.272,1.404,0.832,1.081,0.623,1.232,2.055,1.765,0.861,1.42,-0.181,0.344,-0.021,1.307,1.143,0.391,0.513,2.019,0.711,0.968,-0.204,-0.873,1.094,0.296,0.268,0.697,0.896,1.635,1.507,0.865,0.604,0.985,0.127,1.226,0.213,1.309,0.384,1.97,2.019,0.559,1.001,2.792,1.379
2/12/06,0.623,1.242,-0.306,0.676,0.396,0.661,0.505,0.754,-0.018,1.547,0.467,-0.351,0.666,0.65,0.765,-0.572,0.449,0.107,0.853,0.976,0.204,0.31,0.94,0.961,0.427,-0.148,0.627,-0.113,-0.114,0.193,0.297,1.018,-0.117,0.617,-0.057,-0.407,0.862,0.144,0.926,1.011,-0.514,-0.44,-0.412,0.302,0.874,0.607,1.582,-0.038,-0.56,-1.029,-0.648,-0.689,-0.201,-0.013,-0.001,0.874,0.062,-0.251,0.9,0.732,0.73,0.15,0.939,0.652,0.771,0.499,1.491,0.9,-0.027,-0.41,1.177,1.255,0.256,0.004,0.948,-0.114,-0.443,-0.567,-0.358,0.957,-0.552,0.448,0.434,1.337,0.861,1.181,0.521,-0.003,0.911,-0.262,1.554,0.241,1.262,0.53,0.59,1.11,0.068,0.733,2.09,1.871
2/19/06,-0.219,1.531,0.745,0.11,0.321,1.105,-0.063,0.47,1.186,1.455,0.97,0.59,0.601,0.924,1.27,-0.122,1.508,0.39,1.209,-0.175,0.68,0.28,0.699,1.102,0.638,-0.114,1.132,-0.024,1.063,1.219,1.722,1.705,0.201,1.733,0.015,0.094,0.447,1.029,2.302,1.695,-0.065,0.611,0.022,-0.008,0.939,1.179,0.048,0.796,0.912,-0.57,-0.075,0.53,0.952,0.608,0.113,0.362,0.424,0.253,1.76,1.139,1.012,1.137,1.588,1.798,1.764,0.595,1.868,1.26,0.35,-0.137,1.954,1.228,0.156,0.373,1.785,0.779,1.358,-0.349,-0.176,1.585,-0.498,-0.285,0.653,2.656,0.673,1.741,0.525,0.823,-0.091,0.705,1.196,0.087,1.686,0.23,1.707,1.928,0.557,0.981,1.976,1.728
2/26/06,-0.237,1.842,0.401,0.624,0.237,1.06,0.695,0.621,0.316,1.724,0.755,0.444,1.385,0.987,1.203,-0.282,1.307,0.425,1.149,0.528,0.323,0.621,0.838,0.137,0.96,0.274,1.516,0.216,0.424,0.266,0.746,1.584,0.873,0.553,-0.664,-0.349,0.886,0.645,2.139,1.496,-0.1,1.191,0.449,0.957,1.58,0.701,1.75,0.353,-0.586,0.155,0.507,1.376,-0.391,-0.166,0.466,1.429,0.684,0.125,1.236,2.591,1.155,0.068,1.539,0.371,1.303,0.597,0.248,0.868,0.385,-0.724,1.327,0.194,0.407,0.486,1.356,0.658,1.247,-0.777,-0.027,1.361,-0.928,-0.532,0.26,2.519,0.295,1.62,0.505,0.483,1.105,0.25,1.171,0.214,1.104,0.969,1.151,2.473,0.492,1.051,2.526,1.77
3/5/06,0.018,1.564,1.19,1.012,-0.129,0.812,1.305,0.958,0.582,1.177,1.067,0.226,1.119,0.593,1.104,0.035,-0.244,0.856,1.404,-0.22,1.086,0.968,0.776,1.547,0.91,-0.438,1.584,0.312,1.559,-0.045,0.845,2.176,-0.35,1.175,-0.341,0.453,1.391,0.793,1.974,1.248,-0.157,1.424,0.474,1.478,1.667,0.851,1.332,1.149,-0.766,-0.233,0.091,0.34,-0.849,-0.143,0.22,2.332,0.937,0.515,1.59,2.331,1.272,-0.173,1.574,2.128,1.73,0.733,1.524,1.644,0.566,-0.577,1.752,1.264,0.745,0.209,1.555,0.852,0.646,-0.552,0.034,1.06,1.239,0.694,0.456,1.436,0.385,1.696,0.683,0.405,0.541,1.066,0.315,0.051,1.652,-0.128,2.341,2.037,0.31,1.345,2.201,1.766
3/12/06,0.197,1.663,0.449,0.945,0.642,0.56,0.417,1.364,0.523,1.313,1.402,0.187,1.179,0.627,1.41,0.054,0.512,0.996,1.79,0.761,0.281,0.255,1.484,0.093,0.849,0.989,1.417,0.102,0.731,-0.707,0.762,1.356,0.854,1.203,0.023,-0.308,0.461,1.654,1.708,1.551,-0.014,0.933,0.118,0.867,1.173,1.287,1.366,0.668,-0.484,0.261,0.347,-0.132,0.556,0.29,0.252,1.392,0.424,0.182,0.782,1.65,1.225,-0.262,0.588,1.753,2.211,0.554,2.613,0.418,0.302,-0.723,0.75,1.925,0.547,-0.241,2.283,1.557,0.251,-0.748,0.279,0.359,-0.42,0.726,0.279,2.019,0.404,1.065,0.538,0.977,0.503,0.494,1.128,-0.404,1.3,0.48,1.566,1.749,-0.222,0.816,2.061,1.449
3/19/06,0.3,1.634,0.84,0.637,0.097,1.048,0.359,1.155,0.853,1,1.381,-0.138,1.148,0.774,1.389,0.402,0.475,0.633,1.729,0.043,0.697,0.31,-0.124,0.305,1.521,0.744,1.732,0.343,0.588,-0.052,0.424,1.408,0.143,0.763,0.16,0.639,0.695,-0.298,1.23,1.197,-0.022,2.209,0.596,0.401,1.477,0.819,0.476,-0.367,-0.325,-0.64,-0.691,0.148,-0.216,0.858,0.173,1.515,0.971,0.109,0.446,1.415,1.466,0.392,0.835,0.607,2.805,0.458,2.05,1.504,0.232,-0.547,1.074,1.629,0.846,0.049,1.341,0.146,0.801,-0.601,-0.041,0.73,-0.353,-0.99,0.489,1.266,0.639,1.17,0.352,0.728,0.466,-0.706,0.864,-0.199,1.455,0.617,2.037,1.803,1.067,0.589,1.677,1.261
3/26/06,0.309,0.78,0.104,-0.049,-0.787,0.657,1.026,0.604,0.419,1.006,0.759,-0.075,1.063,0.068,0.32,0.485,-0.017,0.32,1.098,0.82,1.123,-0.051,1.322,0.144,0.356,0.037,0.834,0.491,0.983,0.148,-0.202,0.741,0.08,0.709,-0.053,-0.228,0.249,1.353,0.859,0.931,-0.19,1.398,0.473,1.03,0.554,0.331,0.138,-0.234,-0.611,-0.159,-0.226,-0.324,-0.867,-0.481,-1.043,1.332,0.399,-0.136,-0.288,0.784,1.298,-0.646,1.391,0.385,1.794,0.088,1.327,-0.005,-0.037,-0.374,0.549,1.164,1.121,-0.01,0.501,1.249,1.047,-0.469,0.035,1.204,-0.319,0.074,0.145,1.837,0.158,1.03,0.04,0.39,0.395,-0.32,0.204,0.09,1.053,-0.16,1.376,1.011,0.374,0.609,0.885,0.385
4/2/06,-0.284,0.534,0.322,-0.522,-0.434,0.537,0.756,0.507,0.358,0.579,0.448,-0.035,0.814,0.341,0,0.367,-0.512,0.298,0.748,-0.045,0.567,-0.019,0.738,-0.049,0.324,-0.542,0.857,0.088,0.237,-0.506,-0.086,-0.004,-0.467,0.773,-1.304,-0.04,0.107,0.989,1.243,0.457,-0.065,0.795,0.445,0.242,1.719,0.088,0.487,0.036,-0.52,-0.125,-0.94,0.233,-0.685,0.231,-0.777,0.565,0.117,0.39,0.77,0.566,1.08,-0.163,0.531,0.928,1.647,-0.24,0.554,0.789,-0.195,-0.461,0.539,0.497,0.633,-0.092,0.536,1.152,0.889,-0.524,-0.281,0.021,0.043,0.063,0.421,1.963,0.577,1.012,-0.246,0.661,0.303,-0.059,0.778,0.305,0.65,-0.729,1.581,1.517,-0.452,0.513,1.263,0.549
4/9/06,-0.02,0.3,0.364,-0.582,-0.451,0.065,0.352,0.323,-0.637,0.387,0.102,-0.142,-0.041,-0.097,-0.24,0.24,-0.854,0.021,0.382,-0.266,0.331,-0.384,0.52,-0.887,-0.044,0.153,1.08,0.323,0.065,-0.85,-0.128,-0.369,-1.269,0.74,-0.812,-0.068,-0.164,0.564,-0.054,0.519,-0.407,0.084,0.034,-0.357,0.982,-0.161,-0.127,0.116,-0.199,0.018,-0.445,-0.788,-0.337,-0.212,-1.02,0.938,0.119,0.082,-0.131,0.474,0.791,-0.504,0.284,-0.179,0.736,0.135,0.848,0.056,0.001,-0.57,-0.809,0.687,0.339,-0.183,1.264,0.448,0.718,-0.751,-0.369,-0.368,-0.591,0.196,-0.879,1.235,0.016,0.568,0.124,0.39,-0.365,0.066,0.705,0.28,0.467,-0.743,1.496,1.545,-0.404,0.347,0.867,0.043
4/16/06,0.536,0.527,0.007,0.177,-0.661,0.387,0.934,0.087,-0.4,0.006,-0.074,-0.138,0.271,0.754,-0.492,0.457,-0.733,-0.183,0.346,0.042,0.94,-0.173,2.317,0.667,-0.697,-0.311,0.139,-0.103,0.282,-0.48,-0.086,-0.292,-0.835,-0.203,-1.112,0.863,0.191,0.969,-0.348,-0.058,-0.034,0.386,0.414,0.22,1.131,-0.015,-0.422,-1.068,-0.085,-0.323,-0.105,-0.634,-1.471,0.216,0.032,0.442,-0.248,-0.162,0.365,0.417,1.205,-0.441,0.831,0.006,-0.109,-0.189,0.504,-0.18,-0.14,-0.444,-0.177,0.328,0.393,-0.254,0.439,0.474,-0.187,-0.579,-0.669,0.117,-0.628,-0.101,-0.459,0.989,0.991,0.792,-0.213,0.324,0.457,-1.122,0.957,-0.051,0.482,-0.935,1.386,1.119,-0.722,0.293,0.882,0.047
4/23/06,0.713,0.09,0.417,-0.154,0.215,0.199,0.822,-0.117,-0.719,0.031,-0.226,0.051,0.28,-0.229,-0.294,0.4,-0.52,-0.402,0.283,-0.079,0.754,-0.691,0.104,0.885,-1.088,-1.224,0.016,-0.874,0.291,-1.198,-0.3,0.32,-0.872,0.427,-0.152,0.439,-0.221,-0.001,0.207,-0.068,-0.263,0.142,0.066,-1.237,1.283,-0.517,0.251,-0.225,-0.323,0.082,-0.553,-0.538,0.102,-0.618,-1.165,-0.132,-0.699,-0.383,-0.978,-0.025,0.991,-0.779,1.039,-0.367,0.155,-0.004,-0.626,-1.019,-0.421,-0.29,-0.592,-0.696,0.436,0.024,0.913,0.104,0.247,-0.335,-0.686,-0.093,0.055,-1.167,0.064,1.499,0.46,0.782,-0.139,0.173,0.365,-0.329,0.435,-0.32,0.339,-0.873,1.873,1.712,-0.638,0.175,0.477,0.433
4/30/06,0.124,0.814,-0.026,-0.782,-0.434,-0.015,0.447,-0.43,-0.67,0.035,-0.015,0.021,0.004,-0.316,-0.277,0.028,-0.045,-0.409,0.219,0.204,0.8,-0.469,-0.54,-0.458,-0.671,-0.504,0.066,-0.749,0.236,-0.693,-0.409,-0.063,-0.956,-0.008,-0.708,-0.307,-0.647,-0.794,0.501,0.045,-0.134,0.914,0.053,-0.016,0.949,-0.236,0.078,-0.551,-0.868,0.492,-0.477,-0.186,-1.315,-0.694,-0.892,-1.078,-0.594,-0.556,-0.899,-0.016,0.851,-0.924,0.422,0.193,-0.784,-0.355,-0.285,-0.872,-0.249,-0.418,-0.052,-0.505,0.806,-0.395,0.748,0.352,-0.787,-0.583,-0.735,0.293,-0.259,-0.139,-0.215,1.502,0.393,0.782,-0.441,0.024,-0.25,-0.649,0.152,-0.763,-0.06,-0.687,1.452,1.16,-0.551,0.311,-0.121,0.438
5/7/06,0.419,-0.118,-0.692,-0.325,-0.814,-0.664,0.072,-0.052,-1.075,-0.077,0.209,-0.397,0.183,-0.142,-0.509,-0.351,-0.678,-0.276,0.455,-0.072,1.258,-0.598,-0.72,-0.092,-0.77,-0.659,0.565,-0.43,0.543,-0.769,-0.338,0.094,-1.125,0.216,-0.703,0.025,-0.104,-1.245,0.8,-0.251,-0.373,-0.295,-0.053,-0.703,0.646,-0.484,-0.181,-0.772,-1.343,0.591,-0.543,-0.318,-0.263,-0.689,-0.616,-0.123,-0.72,-0.02,-1.494,-0.223,0.696,-0.882,0.221,-0.512,0.25,-0.472,-0.211,0.505,-0.253,-0.857,0.493,-0.085,0.644,-0.694,0.415,1.012,-0.017,-0.899,-0.713,0.355,-0.728,-0.426,-0.126,0.695,0.748,0.575,-0.532,-0.472,0.044,-0.722,0.731,-0.72,0.066,-2.023,1.032,1.102,-0.25,-0.106,-0.176,-0.489
5/14/06,-0.013,0.459,-0.213,0.077,-0.562,-0.622,0.943,-0.054,-0.438,0.547,-0.221,-0.436,0.766,-0.105,-0.423,0.155,-0.169,-0.246,-0.02,-0.143,-0.04,-0.326,0.07,-0.511,-0.475,-0.547,0.093,-0.699,-0.195,-0.768,1.406,-0.101,-0.739,1.065,-0.136,0.345,-0.547,0.402,0.052,0.242,-0.156,-0.645,0.39,-0.651,0.854,-0.627,0.929,0.105,-0.563,0.556,-0.465,-0.697,0.659,-0.015,-0.713,-0.514,-0.691,0.025,-0.768,0.01,0.892,-1.114,-0.002,0.088,0.072,-0.189,-0.174,1.22,-0.23,-0.623,-0.327,-0.389,0.767,-0.689,0.403,0.565,-0.67,-0.62,-0.967,1.014,0.9,0.802,-0.492,0.858,0.572,0.574,-0.253,-0.17,-0.039,-0.012,-0.586,0.185,-0.079,-1.194,1.142,0.911,-0.245,0.16,0.138,-0.892
5/21/06,-0.056,0.427,0.427,0.066,-0.092,-0.732,0.605,-0.125,-0.46,0.972,0.06,-0.403,0.164,-0.267,-0.047,-0.12,0.091,0.076,0.288,-0.275,-0.335,-0.405,1.284,-0.232,-0.842,0.558,0.233,-0.23,-0.016,-1.354,-0.002,-0.069,-0.726,0.029,-0.371,-0.115,-0.36,1.748,-0.271,0.269,-0.256,0.201,0.51,-0.441,0.787,-0.348,1.258,-0.339,-0.769,-0.048,-0.692,-0.877,0.244,-0.811,-1.39,1.251,-0.556,-0.589,-0.791,0.073,1.215,-1.109,0.432,0.102,0.084,-0.314,-0.388,0.341,-0.457,-0.911,0.648,-0.806,0.564,-0.837,0.086,0.431,0.693,-0.955,-0.496,0.368,-0.446,-0.753,-0.464,0.078,1.927,0.324,-0.327,-0.27,-0.135,-0.302,2.102,-0.133,-0.059,-0.962,1.103,0.798,-0.289,0.138,0.221,-0.32
5/28/06,0.854,0.139,0.051,0.623,0.15,-0.255,0.304,0.313,0.365,0.613,0.305,0.017,0.2,0.455,-0.631,-0.28,0.719,-0.076,0.507,1.019,0.505,-0.635,0.549,-0.428,-0.658,0.257,0.316,-0.572,-0.155,0.082,-0.025,-0.203,-0.14,0.835,-0.557,0.091,-0.343,0.44,0.125,-0.099,-0.049,0.125,0.707,-0.667,1.144,-0.045,-0.042,-0.07,-0.847,0.235,-0.143,-0.538,0.103,0.144,-0.045,0.254,-0.03,0.002,0.422,0.272,1.682,-0.657,0.098,0.97,0.847,0.327,-0.028,0.018,-0.185,-0.421,-0.249,-0.1,0.656,-0.447,0.113,1.089,0.867,-0.766,-0.474,0.504,0.493,1.273,-0.795,0.72,1.543,0.755,0.241,-0.191,-0.038,0.063,0.384,-0.358,-0.06,0.221,1.292,0.943,-0.526,0.056,0.969,-0.612
6/4/06,0.156,0.172,0.758,-0.448,-0.623,-0.394,0.286,0.422,-0.092,0.523,0.004,-0.232,0.08,-0.041,-1.122,-0.308,0.384,0.112,0.177,1.439,-0.268,-0.476,0.427,0,-0.583,-0.169,0.458,-0.133,1.352,-0.446,-0.334,0.396,-0.686,1.203,-0.591,0.308,-0.198,0.591,0.298,0.143,-0.051,0.203,0.252,0.146,0.706,-0.026,0.178,-0.229,-0.662,-0.439,-0.067,-1.291,0.458,-0.036,0.322,-0.577,-0.998,-0.639,0.393,0.181,1.349,-0.108,-0.057,-0.105,0.168,-0.024,-0.26,-0.105,0.202,-0.696,0.032,-0.416,0.659,-0.433,-0.298,-0.048,-0.467,-0.558,-0.324,-0.094,0.133,0.422,-0.099,0.757,0.042,0.473,-0.077,0.052,0.516,-0.489,0.832,0.118,0.166,0.48,0.646,1.257,-0.178,0.059,-0.099,-0.397
6/11/06,-0.113,-0.426,0.699,-0.001,-0.655,-0.721,-0.175,2.999,0.453,0.178,2.036,-0.368,-0.015,0.319,-0.726,-0.071,0.437,0.316,2.269,0.042,-0.322,-0.503,-0.153,-0.781,-1.247,-1.025,-0.252,0.004,0.787,-0.385,-0.338,-0.033,-0.229,0.287,-0.483,0.103,-0.185,-0.633,1.309,0.214,0.623,-0.172,0.769,-0.397,0.336,-0.36,1.774,-0.73,-0.432,-0.348,-0.389,-0.099,-0.621,-0.365,-0.355,-0.395,-0.436,-0.558,-0.269,-0.014,1.554,-0.966,-0.088,-0.184,0.113,0.21,-0.504,-0.232,-0.196,-0.95,-0.142,-0.782,0.97,-0.468,-0.48,0.029,-0.444,-1.059,-0.015,0.231,-0.225,0.684,-0.388,0.815,0.251,-0.036,0.19,-0.317,0.305,-0.693,0.415,-0.357,0.032,-0.522,0.489,0.514,0.152,-0.013,0.173,-0.589
6/18/06,0.091,0.091,-0.21,0.129,0.555,-0.312,0.061,0.333,-0.278,1.887,0.635,-0.386,-0.157,0.962,-0.539,-0.34,1.846,0.163,0.844,0.999,-0.303,-0.487,0.486,0.044,0.23,0.799,-0.88,-0.404,1.171,0.888,0.295,0.077,0.37,0.716,-0.449,0.413,-0.567,0.291,1.156,0.664,0.262,0.459,0.314,-0.699,1.341,-0.038,1.152,-0.245,-1.218,-0.202,-0.242,-0.077,-1.571,0.426,-0.044,1.237,-0.574,0.608,-1.04,0.062,1.331,-0.489,-0.671,0.564,0.21,0.585,-0.005,0.1,-0.208,-0.504,0.07,-0.456,0.621,-0.697,-0.542,-0.094,-1.367,-0.503,0.053,0.414,1.335,1.094,0.124,0.217,1.178,-0.319,0.547,-0.454,0.954,-0.344,1.182,-0.535,0.296,-0.08,0.57,0.237,-0.035,0.047,1.163,-0.101
6/25/06,-1.003,0.039,0.024,-0.187,-0.418,-0.791,0.661,0.736,-1.097,1.233,0.019,-0.529,-0.247,0.785,-0.793,-0.474,0.23,-0.018,0.256,0.801,-0.475,-0.648,-0.786,-0.336,-0.5,-0.211,-0.331,-0.387,1.422,0.269,1.821,0.611,-0.92,-0.748,-0.728,0.28,-0.266,-0.79,1.36,0.417,0.333,0.458,0.313,-0.089,0.807,-0.668,1.058,-0.541,-0.529,0.462,-0.396,-0.299,0.329,-0.653,-0.9,-0.431,-0.968,-0.876,-0.724,0.065,1.135,-0.373,-0.891,0.562,1.067,0.381,-0.005,-0.508,-0.299,-0.257,0.312,-0.258,0.561,-0.396,-0.409,0.42,-0.564,-0.407,-0.06,0.931,0.211,-0.915,0.293,0.786,-0.075,-0.448,0.369,-0.806,0.302,-0.517,0.678,-0.477,-0.106,0.438,0.196,0.374,0.759,0.041,-0.165,-0.399
7/2/06,-0.858,0.539,0.558,0.839,-0.027,-0.475,0.896,0.984,-0.129,0.088,0.147,-0.37,-0.16,1.055,-0.769,0.016,1.52,0.416,0.366,0.05,0.451,-0.455,0.36,-0.044,-1.296,0.27,-0.024,-0.461,0.079,0.547,0.205,-0.747,0.067,1.347,-0.478,0.496,-0.309,0.04,1.528,0.328,0.267,-0.13,0.49,-0.543,-0.162,-0.175,0.746,-0.336,-0.215,-0.875,0.463,-1.072,0.241,-0.467,-0.7,0.116,-0.981,0.812,-0.793,0.082,1.266,-1.335,-1.109,1.11,0.667,1.049,-0.472,-0.605,-0.214,-0.444,-0.005,-0.862,0.466,-0.485,-0.45,-0.366,-1.507,-0.473,-0.17,0.436,-0.419,0.414,-0.249,-0.143,-0.013,-0.726,0.999,-1.159,0.124,-0.134,0.035,-0.708,0.172,0.117,-0.064,-0.528,0.53,-0.084,-0.13,-0.304
